nomem_encr;cv22n_m1;cv22n_m2;cv22n_m3;cv22n160;cv22n242;cv22n001;cv22n002;cv22n003;cv22n166;cv22n006;cv22n167;cv22n168;cv22n008;cv22n009;cv22n010;cv22n011;cv22n012;cv22n013;cv22n014;cv22n015;cv22n016;cv22n017;cv22n018;cv22n019;cv22n020;cv22n021;cv22n022;cv22n023;cv22n024;cv22n025;cv22n026;cv22n027;cv22n028;cv22n029;cv22n030;cv22n031;cv22n032;cv22n033;cv22n034;cv22n035;cv22n036;cv22n037;cv22n038;cv22n039;cv22n040;cv22n041;cv22n042;cv22n043;cv22n044;cv22n045;cv22n046;cv22n047;cv22n048;cv22n049;cv22n050;cv22n051;cv22n052;cv22n053;cv22n307;cv22n208;cv22n243;cv22n308;cv22n210;cv22n245;cv22n246;cv22n251;cv22n248;cv22n250;cv22n249;cv22n247;cv22n253;cv22n304;cv22n255;cv22n252;cv22n321;cv22n322;cv22n254;cv22n257;cv22n256;cv22n323;cv22n324;cv22n260;cv22n259;cv22n261;cv22n262;cv22n263;cv22n065;cv22n066;cv22n067;cv22n068;cv22n069;cv22n070;cv22n071;cv22n072;cv22n073;cv22n075;cv22n211;cv22n216;cv22n213;cv22n215;cv22n214;cv22n212;cv22n218;cv22n305;cv22n220;cv22n217;cv22n325;cv22n326;cv22n219;cv22n264;cv22n221;cv22n327;cv22n328;cv22n222;cv22n318;cv22n224;cv22n317;cv22n225;cv22n329;cv22n240;cv22n306;cv22n315;cv22n267;cv22n331;cv22n332;cv22n230;cv22n320;cv22n330;cv22n333;cv22n334;cv22n199;cv22n309;cv22n234;cv22n205;cv22n200;cv22n310;cv22n236;cv22n098;cv22n311;cv22n238;cv22n101;cv22n102;cv22n103;cv22n104;cv22n105;cv22n106;cv22n107;cv22n108;cv22n109;cv22n110;cv22n111;cv22n112;cv22n113;cv22n114;cv22n115;cv22n116;cv22n117;cv22n118;cv22n119;cv22n120;cv22n121;cv22n122;cv22n123;cv22n124;cv22n125;cv22n126;cv22n127;cv22n128;cv22n129;cv22n130;cv22n131;cv22n132;cv22n133;cv22n134;cv22n139;cv22n140;cv22n141;cv22n142;cv22n143;cv22n144;cv22n145;cv22n146;cv22n147;cv22n148;cv22n151;cv22n152;cv22n153;cv22n154;cv22n274;cv22n275;cv22n276;cv22n277;cv22n278;cv22n289;cv22n290;cv22n291;cv22n292;cv22n279;cv22n280;cv22n281;cv22n282;cv22n283;cv22n293;cv22n294;cv22n295;cv22n296;cv22n284;cv22n285;cv22n286;cv22n287;cv22n288;cv22n297;cv22n298;cv22n299;cv22n300;cv22n301;cv22n302;cv22n303
800440;202112;202202;202202;33;1;4;1;1;0;0;0; ;2;1;1;1;2;8;7;8;9;7;6;7;7;7;9;8;9;9;8;8;9;4;7;7;8;8;7;8;8;8;5;8;9;9;9;8;8;9;5;1;1;1;1;2;1;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;7;5;6;5;-9;6;4;-9;-9;-9;-9;-9;-9;-9;-9;-9;7;6;5;5;6;-9;6;6;-9;-9;-9;-9;-9;-9;-9;-9;4;2; ; ; ;1;1; ;2; ; ;8;5;2;1;2;1;3;4;5;1;3;3;2;2;4;4;3;2;4;3;2;4;4;1;1;4;5;5;4;5;3;4;5;2;4;5;5;2;1;1;1;1;2;4;1;1;4;1;3;4;4;4;4;2021-12-26;10:41:17;2021-12-27;05:04:28;2;4;1;2;4;2022-02-23;11:45:37;2022-02-23;11:50:33;1;1;2;5;5;2022-02-27;00:05:12;2022-02-27;00:12:01;66191;296;409
800445;202112;202201;202202;45;1;1;1;1;0;0;0; ;1;3;1;2;2;0;2;7;6;0;0;0;6;2;6;7;8;6;4;4;7;5;0;0;3;6;0;0;0;4;6;7;7;7;6;6;2;7;7;1;1;1;1;1;2;1;2; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;2;1;10;2;7;7;4;6;5;1;0;6;0;0;4;7;0;1;0;8;5;6;6;6;4;4;2;-9;5;-9;-9;-9;8;0;2; ; ; ;1;2; ;2; ; ;10;5;4;5;5;2;4;1;5;1;1;5;1;3;3;1;3;1;3;5;3;1;5;3;1;5;5;3;3;5;1;1;1;1;4;4;4;2;2;2;1;1;5;3;1;1;1;1;1;5;1;5;5;2021-12-06;20:52:04;2021-12-06;20:56:15;1;5;2;5;4;2022-01-03;15:48:03;2022-01-03;15:51:36;1;5;1;5;5;2022-02-15;10:52:04;2022-02-15;10:57:06;251;213;302
800463;202112;202201;202202;31;1;3;0;1;0;0;0; ;1;1;1;1;1;6;5;5;5;5;4;7;4;2;7;4;8;9;1;5;3;3;6;5;5;4;4;5;7;3;3;6;4;7;9;4;5;4;3;2;2;2;1;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;1;0;0; ;5;6;3;3;4;5;7;1;7;3;5;5;1;1;3;-9;-9;4;4;1;4;3;3;3;0;3;4;3;4;4;2;3;4;1;2; ; ; ;1;5; ;2; ; ;5;5;4;1;1;4;1;2;5;1;1;3;1;4;4;5;2;4;5;1;2;4;1;1;1;5;5;3;4;5;2;2;2;1;2;2;2;1;1;1;1;1;4;2;1;1;1;1;1;5;5;5;5;2021-12-27;14:52:51;2021-12-27;14:54:47;1;5;5;5;5;2022-01-24;17:32:40;2022-01-24;17:35:03;1;5;5;5;5;2022-02-28;17:17:11;2022-02-28;17:26:04;116;143;533
800497;202112;202201;202202;78;1;3;1;0;0;0;0; ;2;1;3;1;2;7;7;9;9;6;6;7;7;6;7;8;8;8;8;8;8;7;7;7;8;9;6;6;7;7;6;8;8;8;8;8;8;8;7;1;1;2;2;1;1;1;4; ;95;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;0;0;0;0; ;6;8;1;6;6;7;7;2;7;4;5;3;3;2;5;3;3;7;7;2;7;5;7;7;2;7;7;5;4;5;3;4;4;3;2; ; ; ;2; ; ;2; ; ;6;5;5;3;3;1;4;3;4;3;3;2;2;3;3;3;4;3;4;2;4;4;4;4;2;2;2;3;4;4;3;3;3;3;4;4;4;3;3;2;2;1;4;3;3;2;2;2;3;5;3;3;4;2021-12-20;18:00:51;2021-12-20;18:10:51;5;4;3;3;5;2022-01-20;14:44:58;2022-01-20;14:51:24;2;5;3;3;5;2022-02-20;17:06:23;2022-02-20;17:19:25;600;386;782
800500;202112;202201;202202;68;1;1;1;0;0;0;0; ;2;1;1;1;3;0;1;1;3;0;0;0;0;0;2;4;6;5;5;1;2;1;0;0;1;1;0;0;0;2;0;1;4;6;5;4;0;1;1;1;1;1;2;2;1;1;18; ;95;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;7;1;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;8;0;2; ; ; ;1;17; ;2; ; ;5;-9;5;5;5;3;2;1;5;2;2;4;1;4;4;3;5;1;5;3;3;5;3;3;3;4;5;3;3;4;4;3;4;3;4;4;4;4;3;2;1;1;4;2;3;1;1;1;1;5;1;3;4;2021-12-18;15:50:59;2021-12-18;15:55:28;1;5;1;5;5;2022-01-16;14:36:14;2022-01-16;14:40:41;1;5;1;4;5;2022-02-21;15:11:19;2022-02-21;15:19:33;269;267;494
800561;202201;202201;202202;32;1;1;1;1;0;0;0; ;2;1;2;2;2;0;0;0;1;0;0;-9;-9;0;9;7;7;7;7;6;7;7;0;0;0;0;0;0;-9;-9;0;8;7;7;7;-9;-9;7;7;1;1;1;2;2;1;1;15;Splinter;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;4;0;4;3;0;0;4;0;0;0;0;0;2;5;3;0;0;4;0;4;0;0;0;1;-9;-9;-9;-9;1;-9;6;-9;2; ; ; ;2; ; ;2; ; ;-9;5;3;4;-9;3;4;2;4;2;2;2;1;3;2;4;3;1;5;3;1;4;2;1;1;4;5;5;5;5;3;1;3;3;2;4;3;1;2;2;1;1;4;3;2;1;1;1;1;5;1;1;1;2022-01-10;20:03:42;2022-01-10;20:07:02;1;5;1;1;1;2022-01-10;19:57:57;2022-01-10;20:03:19;1;5;1;3;3;2022-02-28;15:55:55;2022-02-28;16:01:06;200;322;311
800570;202112;202201;202202;43;2;3;1;1;0;0;0; ;1;3;1;3;2;7;7;7;7;6;6;6;8;7;7;8;8;8;7;6;8;7;6;6;7;7;6;6;6;7;7;6;8;8;8;6;6;8;7;2;2;2;1;1;2;2; ; ;50; ; ; ;75; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;1;0;0;0;0;0;0; ;8;6;6;7;5;6;5;1;4;5;4;4;4;1;4;4;1;8;6;7;8;6;4;6;1;5;4;5;6;5;3;5;5;1;2; ; ; ;1;1; ;2; ; ;8;4;2;4;4;1;3;2;4;2;2;4;2;2;2;2;4;2;2;4;2;2;4;2;2;2;4;4;4;4;2;2;4;2;4;4;4;2;1;1;1;1;4;2;2;2;2;2;2;4;4;4;5;2021-12-14;12:49:28;2021-12-14;12:52:59;2;4;4;4;5;2022-01-14;11:43:55;2022-01-14;11:48:23;2;4;4;4;5;2022-02-08;15:20:16;2022-02-08;15:27:17;211;268;421
800573;202112;-9;-9;-9;-9;3;1;1;1;0;0; ;2;1;2;2;2;6;6;8;7;4;4;8;7;5;7;8;9;9;8;8;8;8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;1;1;2021-12-11;10:27:19;2021-12-11;10:31:00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;221; ; 
800659;202112;202201;202202;81;2;3;1;1;1;0;0; ;1;4;1;4;1;6;5;7;8;5;5;6;7;6;8;7;9;9;6;6;6;6;6;5;7;8;5;5;7;7;6;7;7;8;9;6;6;5;5;1;1;1;2;1;2;1;3; ;100; ; ; ;10;10;0;60;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;5;3;2;6;1;4;3;0;0;4;5;3;3;1;3;3;3;4;3;3;6;3;4;3;0;1;5;5;2;3;1;2;3;3;1;3; ;2; ; ; ;2; ; ;6;4;4;3;3;4;1;3;5;2;2;4;2;4;4;4;3;3;5;2;2;3;4;1;1;4;5;5;5;4;2;1;3;2;4;4;4;3;2;2;1;1;3;1;4;1;1;1;5;5;5;4;4;2021-12-09;17:32:23;2021-12-09;17:39:16;4;5;4;4;4;2022-01-17;19:26:21;2022-01-17;19:45:09;4;4;5;4;4;2022-02-14;18:27:13;2022-02-14;18:39:51;413;1128;758
800671;202112;202201;202202;69;1;2;1;0;1;0;0; ;1;4;1;4;2;1;5;6;7;1;3;3;3;6;7;7;8;8;9;7;6;6;1;5;5;7;2;2;4;4;6;8;8;8;8;8;7;6;6;1;1;1;2;1;1;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;5;0;1;6;7;5;0;3;0;3;1;0;1;0;1;0;2;3;1;3;4;6;5;0;3;0;1;2;0;2;1;2;1;2; ; ; ;1;7; ;2; ; ;4;5;5;4;4;4;1;3;4;3;2;4;2;3;3;4;3;2;4;3;3;4;3;3;2;4;4;3;4;4;3;2;4;3;3;4;3;2;2;2;1;1;4;2;2;2;2;2;3;4;4;4;3;2021-12-19;15:40:31;2021-12-19;15:46:32;3;4;4;4;3;2022-01-03;16:51:53;2022-01-03;16:58:01;2;4;4;4;3;2022-02-16;10:47:32;2022-02-16;10:56:09;361;368;517
800674;202112;202201;202202;65;1;2;1;1;0;0;0; ;2;3;2;3;2;2;1;0;3;1;1;0;0;5;7;6;6;5;8;7;9;6;1;1;0;4;1;1;0;1;4;7;7;6;5;8;5;9;7;1;1;2;1;1;2;1;1; ;10;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;1;0;0; ;6;1;5;5;6;3;0;4;1;5;5;7;5;1;6;5;0;6;0;6;5;7;4;0;2;3;6;4;8;7;1;2;4;0;2; ; ; ;2; ; ;2; ; ;7;2;4;4;5;3;4;2;3;4;3;3;1;2;2;3;3;1;2;3;2;1;3;3;4;3;4;4;4;2;4;4;4;4;4;5;3;2;3;2;2;1;4;2;2;1;2;2;1;5;5;5;5;2021-12-06;17:11:23;2021-12-06;17:13:39;1;5;5;5;5;2022-01-06;07:44:14;2022-01-06;07:47:49;2;3;5;5;5;2022-02-08;12:09:35;2022-02-08;12:15:21;136;215;346
800677;202112;202201;202202;24;2;5;1;1;0;0;0; ;1;3;1;2;1;10;10;10;10;10;10;8;9;6;10;10;10;10;6;10;9;9;10;10;10;10;10;10;6;6;5;7;6;10;10;6;8;9;9;2;2;2;1;1;2;1;1; ;99; ; ; ;60;20; ; ; ; ; ; ; ; ;20; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;1;0;0; ;10;9;6;9;6;9;5;3;9;5;8;2;4;1;3;7;1;9;9;3;9;7;8;3;4;-9;5;-9;7;6;1;-9;-9;1;2; ; ; ;1;1; ;2; ; ;7;5;3;4;1;4;1;3;5;1;1;1;1;3;3;4;1;1;4;1;1;4;2;1;1;5;5;4;5;5;1;1;1;1;4;4;4;1;1;1;1;1;3;1;1;1;1;1;1;4;2;5;5;2021-12-09;04:42:22;2021-12-09;04:50:01;2;5;4;5;5;2022-01-09;13:38:46;2022-01-09;13:45:33;1;5;2;4;4;2022-02-09;02:17:59;2022-02-09;02:45:09;459;407;1630
800695;202112;202201;202202;80;1;1;1;0;0;0;0; ;1;2;1;2;1;4;4;7;7;4;4;4;5;7;6;6;8;8;7;7;7;-9;4;4;7;7;4;5;4;5;5;6;6;5;7;6;7;7;-9;1;1;1;2;1;1;1;6; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;3;0;3;7;3;3;0;4;3;4;4;3;0;3;5;0;0;3;0;3;6;5;3;0;4;4;4;5;4;3;3;6;0;2; ; ; ;2; ; ;1;6; ;5;5;5;4;5;4;1;2;5;4;2;3;2;4;4;4;3;1;2;4;3;4;4;2;1;4;5;3;3;4;2;1;3;3;4;4;3;3;3;2;2;1;4;3;4;1;1;1;4;3;4;4;3;2021-12-23;14:45:39;2021-12-23;15:10:00;1;5;5;5;5;2022-01-23;17:38:39;2022-01-23;17:50:16;1;5;5;5;5;2022-02-22;15:35:30;2022-02-22;15:46:27;1461;697;657
800701;202112;202202;202202;42;1;3;1;0;0;0;0; ;2;2;2;2;2;7;8;8;7;7;7;7;7;5;6;7;8;9;7;8;6;5;6;8;7;7;7;7;7;7;6;-9;7;9;8;8;8;8;8;2;2;2;1;1;1;1;5; ;100;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;8;0;6;7;8;9;0;9;3;7;-9;1;0;4;-9;-9;6;7;1;3;7;6;8;0;-9;7;7;3;4;1;-9;3;1;1;5; ;2; ; ; ;1;5; ;1;5;5;2;2;4;3;2;5;1;1;5;1;3;3;5;4;3;5;1;3;5;1;1;1;2;5;5;4;4;3;3;3;3;2;4;3;2;1;1;1;1;6;4;3;1;1;1;2;5;4;3;3;2021-12-26;17:57:32;2021-12-26;18:00:22;1;5;3;3;3;2022-02-27;20:16:32;2022-02-27;20:19:24;1;5;3;3;3;2022-02-27;19:45:22;2022-02-27;19:49:22;170;172;240
800714;202112;202201;202203;42;1;3;1;1;1;0;0; ;1;4;1;4;1;7;7;4;4;5;5;4;7;7;8;7;7;7;7;5;7;7;7;7;4;5;5;5;4;7;7;7;7;8;8;7;6;7;7;2;2;2;2;1;2;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;7;4;6;6;5;5;4;6;5;6;6;1;1;5;5;1;8;4;5;6;6;5;3;1;5;5;5;7;5;0;5;5;0;2; ; ; ;1;1; ;2; ; ;8;5;3;4;4;1;3;4;5;2;1;4;1;3;3;4;2;1;2;3;2;4;3;1;1;4;5;1;2;3;3;2;3;3;4;3;2;1;1;1;1;1;2;1;2;1;1;1;1;1;2;4;4;2021-12-09;20:56:47;2021-12-09;23:42:25;1;4;1;3;3;2022-01-03;14:03:32;2022-01-03;14:09:01;2;4;2;4;3;2022-03-25;12:23:46;2022-03-25;12:37:58;9938;329;852
800750;-9;-9;202202;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3;3;4;1;5;1;1;4;1;3;3;3;3;3;3;3;3;4;4;4;1;5;5;3;4;4;3;3;2;2;3;3;2;4;1;1;1;1;3;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;3;3;2022-02-23;11:35:14;2022-02-23;11:39:03; ; ;229
800762;202112;202201;202202;50;2;2;1;1;1;0;0; ;2;3;2;3;2;5;3;7;7;1;1;1;-9;7;7;9;10;9;7;6;9;9;5;2;7;7;1;1;1;-9;7;-9;9;10;9;8;6;10;9;1;1;1;1;1;2;1;16; ;100; ; ; ;40;10;0;5;0;0;0;0;0;0;40;0;0;0;0;0;0;5;0;0;0; ;0;0;1;0;0;0;1;0;0; ;4;4;0;3;0;1;1;0;0;1;6;2;0;0;0;3;0;5;2;0;2;1;-9;4;0;1;1;5;2;1;0;-9;6;1;2; ; ; ;1;1; ;2; ; ;7;5;4;3;3;3;1;4;5;1;1;3;1;4;4;5;2;2;5;3;2;5;2;2;1;5;5;5;5;5;1;1;1;1;2;4;3;2;1;1;1;1;3;3;1;1;2;1;3;3;3;3;3;2021-12-28;00:09:50;2021-12-28;00:14:25;3;3;3;3;3;2022-01-18;23:49:44;2022-01-18;23:57:25;3;3;3;3;3;2022-02-20;13:35:33;2022-02-20;13:42:03;275;461;390
800775;202112;202201;202202;52;1;2;1;1;1;0;0; ;1;3;3;3;2;5;5;7;8;3;4;5;7;7;8;8;10;10;7;7;7;7;4;4;8;8;4;4;6;7;7;8;9;9;9;8;7;7;7;1;1;1;2;1;2;1;6; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;7;0;4;8;9;8;0;5;4;7;1;3;0;4;5;2;1;7;0;3;9;10;8;0;5;3;7;2;3;1;3;7;6;2; ; ; ;1;7; ;2; ; ;2;5;3;3;3;3;1;2;5;1;1;4;2;3;3;4;3;3;4;2;2;3;3;2;2;4;5;4;5;4;3;2;2;2;2;3;3;2;1;1;1;1;3;3;1;1;1;1;1;5;1;5;5;2021-12-20;17:36:42;2021-12-20;17:41:05;1;5;1;5;5;2022-01-15;17:27:09;2022-01-15;17:31:12;1;5;1;5;5;2022-02-07;19:20:31;2022-02-07;19:26:15;263;243;344
800778;202112;202201;202202;61;1;1;1;1;1;0;0; ;2;3;2;2;2;2;3;5;6;1;1;3;6;6;6;8;8;8;7;7;7;7;1;4;5;7;1;1;4;6;5;5;7;7;8;6;6;7;7;1;1;1;2;1;1;1;5; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;6;0;3;6;6;7;0;6;4;2;2;0;0;5;5;4;0;7;0;3;6;4;6;0;5;4;-9;-9;-9;-9;-9;-9;4;2; ; ; ;1;5; ;2; ; ;0;5;5;3;3;4;2;1;5;1;1;5;1;5;5;5;3;3;4;2;3;4;3;2;1;5;5;1;5;5;3;2;3;2;4;4;2;2;1;1;2;1;4;1;1;1;1;1;1;5;3;3;4;2021-12-06;14:09:16;2021-12-06;14:12:28;3;3;3;3;4;2022-01-12;21:43:09;2022-01-12;21:47:04;1;5;1;3;2;2022-02-07;15:02:31;2022-02-07;15:08:14;192;235;343
800848;202112;202201;202202;34;1;3;1;1;0;0;0; ;2;2;1;2;2;6;6;7;7;7;6;6;6;6;7;7;7;7;6;7;7;7;6;6;6;7;6;6;6;6;6;7;7;7;7;7;7;7;7;2;2;2;1;1;2;1;13; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;8;8;8;7;7;8;8;9;9;9;7;7;7;8;7;-9;6;6;7;7;-9;-9;7;7;-9;-9;-9;-9;-9;6;-9;-9;5;2; ; ; ;1;13; ;2; ; ;6;4;3;3;3;4;1;2;5;3;2;4;2;3;3;4;2;1;4;4;2;3;3;1;1;5;5;4;4;4;3;3;3;3;3;4;4;3;2;2;1;1;4;4;2;1;1;1;1;5;5;5;5;2021-12-28;20:18:10;2021-12-28;20:27:48;2;4;5;4;4;2022-01-22;22:28:43;2022-01-22;22:36:44;2;3;5;5;5;2022-02-15;21:16:20;2022-02-15;21:34:00;578;481;1060
800859;202201;202201;202202;30;1;2;1;1;0;0;0; ;2;3;1;2;2;4;5;8;7;3;3;7;9;1;6;9;9;10;8;7;3;2;3;3;8;8;3;1;4;8;1;-9;7;9;9;8;6;4;3;2;1;1;2;1;2;1;4; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;7;0;0;0;8;7;0;8;0;5;0;0;6;0;0;7;2;2;1;1;1;7;3;0;3;3;5;2;1;4;0;0;5;2; ; ; ;1;7; ;2; ; ;2;5;3;2;3;3;4;2;5;1;1;4;1;3;2;4;4;3;4;2;4;4;2;3;2;2;4;2;3;3;3;3;3;3;3;3;3;3;1;1;1;1;2;5;1;2;2;2;3;3;4;3;3;2022-01-03;14:24:23;2022-01-03;14:27:06;3;3;3;3;3;2022-01-03;14:54:19;2022-01-03;14:57:18;2;2;2;2;2;2022-02-15;14:18:32;2022-02-15;14:21:57;163;179;205
800869;202112;202201;202202;66;2;2;1;0;0;0;0; ;1;4;1;4;1;5;5;6;6;5;5;4;6;6;6;6;6;6;7;7;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;7; ;100; ; ; ;0;20;0;10;10;20;20;0;0;0;0;0;0;0;20;0;0;0; ;0;0; ;0;0;0;0;0;0;0;0;1; ;3;4;2;5;5;5;5;0;1;2;2;1;2;0;5;0;0;5;7;4;6;7;7;4;0;5;5;5;5;3;0;3;5;0;2; ; ; ;2; ; ;2; ; ;5;4;5;5;5;4;1;3;4;4;4;3;2;3;3;3;4;2;4;4;3;4;4;4;2;3;4;4;4;4;2;1;4;1;2;4;3;2;3;3;2;2;2;2;1;1;1;1;1;5;3;3;3;2021-12-12;16:48:08;2021-12-12;16:49:41;1;5;3;3;3;2022-01-18;13:42:40;2022-01-18;13:46:07;1;5;3;3;3;2022-02-14;16:22:16;2022-02-14;16:24:54;93;207;158
800881;202112;202201;202202;81;2;2;1;1;0;0;0; ;2;3;2;3;2;6;4;6;7;5;6;5;6;6;5;7;8;7;7;6;7;7;5;5;6;7;6;6;5;5;6;5;6;8;7;6;6;7;7;2;2;1;2;2;1;1;6; ;100; ; ; ;0;20;0;0;60;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;2;4;0;0;6;5;4;0;1;0;0;0;0;0;1;1;0;7;4;5;4;7;6;5;0;1;1;1;1;2;3;1;3;0;2; ; ; ;2; ; ;2; ; ;3;4;4;4;4;3;1;4;3;3;4;3;3;4;4;4;4;2;4;4;3;3;4;3;4;3;4;3;3;3;3;2;2;2;2;4;3;4;3;3;2;2;4;2;3;2;3;2;1;5;1;5;5;2021-12-06;14:27:58;2021-12-06;14:33:41;1;5;1;5;5;2022-01-05;11:04:03;2022-01-05;11:12:30;1;5;1;5;5;2022-02-08;15:12:07;2022-02-08;15:23:16;343;507;669
800894;202112;202201;202202;73;2;3;1;0;0;0;0; ;2;2;2;2;2;6;6;5;6;6;6;-9;-9;6;7;8;8;8;6;6;6;-9;7;7;6;7;7;6;6;6;6;7;8;8;8;7;7;7;7;2;2;1;2;1;1;2; ; ;70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;6;5;4;5;5;6;6;-9;-9;5;-9;-9;3;4;6;-9;-9;7;7;4;-9;5;-9;6;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;3;3;4;3;3;2;1;4;2;3;4;2;3;3;3;4;3;3;3;2;3;4;3;3;4;4;4;3;4;3;2;4;3;3;3;3;4;2;2;2;1;3;3;2;3;3;3;3;4;3;3;3;2021-12-23;15:06:42;2021-12-23;15:12:06;4;3;4;3;3;2022-01-22;13:53:42;2022-01-22;13:59:10;3;3;4;3;3;2022-02-25;10:38:04;2022-02-25;10:49:38;324;328;694
800900;-9;202202;202202;26;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;7;7;6;8;-9;-9;6;-9;8;8;-9;-9;-9;1;-9;-9;0;7;6;5;7;-9;-9;7;1;-9;7;-9;-9;-9;-9;-9;-9;1;2; ; ; ;2; ; ;2; ; ;5;-9;2;4;3;1;3;4;5;2;1;5;1;5;5;4;3;2;1;3;2;3;3;1;4;2;4;4;1;3;4;3;5;2;4;4;4;1;2;2;1;1;6;6;1;1;1;3; ; ; ; ; ; ; ; ; ;1;5;3;3;3;2022-02-08;17:29:11;2022-02-08;17:32:31;3;5;4;4;4;2022-02-08;17:38:46;2022-02-08;17:43:42; ;200;296
