nomem_encr;cv23o_m1;cv23o_m2;cv23o_m3;cv23o160;cv23o242;cv23o001;cv23o002;cv23o003;cv23o335;cv23o166;cv23o336;cv23o006;cv23o167;cv23o168;cv23o008;cv23o009;cv23o010;cv23o011;cv23o012;cv23o013;cv23o014;cv23o015;cv23o016;cv23o017;cv23o018;cv23o019;cv23o020;cv23o021;cv23o022;cv23o023;cv23o024;cv23o025;cv23o026;cv23o027;cv23o028;cv23o029;cv23o030;cv23o031;cv23o032;cv23o033;cv23o034;cv23o035;cv23o036;cv23o037;cv23o038;cv23o039;cv23o040;cv23o041;cv23o042;cv23o043;cv23o044;cv23o045;cv23o046;cv23o047;cv23o048;cv23o049;cv23o050;cv23o051;cv23o052;cv23o053;cv23o307;cv23o208;cv23o243;cv23o308;cv23o210;cv23o245;cv23o246;cv23o251;cv23o248;cv23o250;cv23o249;cv23o247;cv23o253;cv23o304;cv23o255;cv23o252;cv23o321;cv23o322;cv23o254;cv23o257;cv23o256;cv23o323;cv23o324;cv23o260;cv23o259;cv23o261;cv23o262;cv23o263;cv23o065;cv23o066;cv23o067;cv23o068;cv23o069;cv23o070;cv23o071;cv23o072;cv23o073;cv23o075;cv23o211;cv23o216;cv23o213;cv23o215;cv23o214;cv23o212;cv23o218;cv23o305;cv23o220;cv23o217;cv23o325;cv23o326;cv23o219;cv23o264;cv23o221;cv23o327;cv23o328;cv23o222;cv23o318;cv23o224;cv23o317;cv23o225;cv23o337;cv23o240;cv23o306;cv23o315;cv23o338;cv23o331;cv23o332;cv23o230;cv23o320;cv23o330;cv23o333;cv23o334;cv23o199;cv23o309;cv23o234;cv23o205;cv23o200;cv23o310;cv23o236;cv23o098;cv23o311;cv23o238;cv23o101;cv23o102;cv23o103;cv23o104;cv23o105;cv23o106;cv23o107;cv23o108;cv23o109;cv23o110;cv23o111;cv23o112;cv23o113;cv23o114;cv23o115;cv23o116;cv23o117;cv23o118;cv23o119;cv23o120;cv23o121;cv23o122;cv23o123;cv23o124;cv23o125;cv23o126;cv23o127;cv23o128;cv23o129;cv23o130;cv23o131;cv23o132;cv23o133;cv23o134;cv23o139;cv23o140;cv23o141;cv23o142;cv23o143;cv23o144;cv23o145;cv23o146;cv23o147;cv23o148;cv23o151;cv23o152;cv23o153;cv23o154;cv23o274;cv23o275;cv23o276;cv23o277;cv23o278;cv23o289;cv23o290;cv23o291;cv23o292;cv23o279;cv23o280;cv23o281;cv23o282;cv23o283;cv23o293;cv23o294;cv23o295;cv23o296;cv23o284;cv23o285;cv23o286;cv23o287;cv23o288;cv23o297;cv23o298;cv23o299;cv23o300;cv23o301;cv23o302;cv23o303
800289;202212;202301;202302;69;2;2;1;0;0;1;0;0;0; ;1;4;1;3;2;0;0;4;6;0;0;0;4;8;6;7;7;7;1;3;9;7;0;0;3;5;0;0;0;6;8;7;7;8;8;1;4;8;8;1;1;1;2;1;1;1;6; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;1;1;4;1;8;2;0;0;0;1;1;-9;-9;-9;6;1;0;0;0;2;2;7;2;1;0;-9;2;2;2;-9;2;1;1;0;2; ; ; ;1;6; ;2; ; ;-9;5;5;5;5;4;1;3;5;1;1;1;1;3;3;3;5;1;5;5;1;5;5;1;1;4;5;4;5;4;1;1;3;1;2;4;3;1;3;2;2;1;5;5;1;1;1;1;4;5;5;5;5;12-12-2022;10:20:24;12-12-2022;10:23:38;4;5;5;5;5;13-01-2023;11:25:41;18-01-2023;21:30:36;1;5;5;5;5;14-02-2023;11:23:54;14-02-2023;11:34:19;194;468295;625
800300;202212;202301;-9;59;2;2;1;0;0;1;0;0;0; ;2;2;1;2;2;4;4;4;7;4;4;4;5;8;8;7;8;7;5;5;9;8;4;4;4;8;4;4;4;5;4;7;7;8;8;5;5;8;8;1;1;1;1;1;2;1;-8; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1; ;0;0;0;1;0;0;0;0;0; ;3;3;3;4;1;1;1;0;0;5;0;0;3;0;3;5;0;1;1;4;5;2;-9;1;0;4;6;2;-9;-9;-9;-9;-9;0;2; ; ; ;1;8; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;3;5;5;05-12-2022;19:26:52;05-12-2022;19:31:50;3;5;4;5;4;11-01-2023;19:39:43;11-01-2023;19:46:03; ; ; ; ; ; ; ; ; ;298;380; 
800360;202212;202301;202302;70;1;3;1;1;0;1;0;0;0; ;2;2;1;2;2;6;6;8;8;6;6;5;6;6;8;8;8;8;6;7;6;6;6;6;8;8;6;6;6;7;6;8;8;8;8;6;7;7;6;1;1;1;2;1;2;1;8; ;100;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;7;2;7;6;7;7;0;3;8;6;6;6;3;5;6;6;8;6;2;7;5;7;7;0;3;8;6;6;6;5;5;5;3;2; ; ; ;1;8; ;2; ; ;7;4;4;4;4;1;3;4;4;2;2;4;2;4;4;3;4;3;4;3;2;3;3;2;3;3;3;3;4;4;3;2;3;2;4;4;4;3;2;2;2;1;2;2;3;4;2;2;4;4;3;4;3;19-12-2022;15:50:36;19-12-2022;15:54:35;3;4;3;4;4;03-01-2023;11:03:38;03-01-2023;11:08:23;3;4;3;4;4;07-02-2023;09:13:36;07-02-2023;09:19:18;239;285;342
800372;202301;202301;202302;32;2;3;0;1;0;0;0;0;0; ;2;2;2;2;2;7;6;8;7;5;5;5;6;3;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;7;6;6;7;6;7;6;6;1;1;1;2;2;1;1;3; ;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;-9;-9;-9;-9;1;3;4;4;3;4;3;1;1;1;4;3;3;4;3;3;3;2;2;2;3;4;5;3;4;2;2;2;2;4;4;3;3;3;1;1;1;4;4;3;2;2;2;3;3;3;3;3;15-01-2023;18:01:36;15-01-2023;18:05:56;3;3;3;3;3;15-01-2023;18:12:36;15-01-2023;18:13:38;3;3;3;3;3;06-02-2023;16:31:38;20-02-2023;13:43:57;260;62;1199539
800392;202212;202301;202302;60;2;2;1;1;1;1;0;0;0; ;1;3;1;4;1;5;5;7;8;4;4;0;9;6;8;9;9;9;8;5;8;7;4;4;7;8;4;4;0;9;7;9;9;8;8;6;5;8;8;1;1;1;2;2;2;1;17; ;100; ; ; ;20;0;20;10;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0;0;0; ;0;0;0;1;1;0;0;0;0; ;7;0;7;6;0;0;0;0;0;7;0;8;6;0;5;8;0;7;2;6;8;2;3;0;0;0;7;0;8;5;0;2;8;0;2; ; ; ;1;16; ;2; ; ;8;5;3;4;5;1;4;3;3;3;3;4;2;4;4;4;3;1;2;5;1;1;3;2;1;3;5;1;3;4;3;1;4;3;4;4;4;2;1;1;1;1;4;1;3;1;4;1;1;5;1;5;5;16-12-2022;16:28:49;16-12-2022;16:33:04;3;5;1;5;5;11-01-2023;10:47:59;11-01-2023;10:55:25;5;5;1;5;5;12-02-2023;11:40:17;12-02-2023;11:49:09;255;446;532
800440;202212;202302;202302;34;1;4;0;1;1;0;0;0;0; ;1;1;1;1;1;8;7;8;8;5;5;6;6;7;7;8;10;8;7;8;9;7;7;7;8;8;5;5;6;6;6;6;9;9;8;7;7;8;7;1;1;1;1;1;1;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;7;4;6;5;8;5;3;3;3;0;2;2;3;5;4;4;8;7;5;3;6;5;5;3;2;4;0;3;3;2;4;2;7;2; ; ; ;1;1; ;2; ; ;8;5;3;2;2;1;3;4;5;1;1;3;1;3;3;5;3;2;5;2;3;5;5;1;1;5;5;5;4;4;3;3;4;3;4;5;5;2;2;1;1;1;3;4;1;1;2;1;1;5;2;4;5;08-12-2022;13:45:05;08-12-2022;13:50:15;1;4;2;4;4;09-02-2023;17:47:20;09-02-2023;17:54:00;1;5;3;5;5;28-02-2023;22:18:19;28-02-2023;22:26:04;310;400;465
800445;202212;202301;202302;46;1;2;1;1;1;0;0;0;0; ;1;3;1;2;2;2;3;4;2;1;2;1;6;4;6;7;7;6;5;3;7;5;2;3;4;4;3;3;5;6;7;6;8;7;6;5;4;7;6;1;1;1;1;1;2;1;2; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;3;8;2;6;7;3;7;4;2;0;7;1;0;3;6;0;2;0;8;4;6;7;4;7;5;1;2;7;5;3;3;8;0;2; ; ; ;1;2; ;2; ; ;9;5;5;5;5;3;2;1;5;1;1;5;1;3;3;3;4;1;2;5;4;1;5;3;1;5;5;3;4;4;1;1;1;1;4;4;4;2;1;1;1;1;5;5;1;1;1;1;1;5;1;4;4;05-12-2022;19:59:13;05-12-2022;20:11:38;1;5;1;4;4;02-01-2023;15:26:38;02-01-2023;15:30:56;1;5;2;5;4;12-02-2023;19:20:39;12-02-2023;19:33:38;745;258;779
800463;202301;202301;202303;32;2;3;0;0;1;0;0;0;0; ;1;1;2;3;1;6;5;5;5;5;4;7;5;2;6;4;6;9;2;5;2;2;6;6;5;5;6;5;8;4;2;6;4;5;8;3;5;3;3;2;2;2;1;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0; ;5;4;2;4;4;4;7;1;7;3;-9;-9;1;1;4;-9;-9;4;4;2;4;3;-9;6;1;-9;4;-9;-9;-9;1;-9;-9;1;2; ; ; ;1;5; ;2; ; ;4;5;4;2;1;4;2;1;5;1;1;4;1;5;5;4;2;3;4;1;2;5;2;1;1;5;5;3;3;5;2;2;2;1;2;2;1;1;1;1;1;1;4;2;1;1;1;1;1;5;5;5;5;23-01-2023;17:22:15;23-01-2023;17:24:10;1;5;5;5;5;27-01-2023;11:02:42;27-01-2023;11:04:39;1;5;4;4;5;23-03-2023;17:21:42;23-03-2023;17:24:36;115;117;174
800465;202212;202302;202302;57;1;1;0;0;1;0;1;0;0; ;1;1;1;1;1;0;0;2;4;1;1;0;0;1;4;5;5;5;1;2;6;6;0;0;2;4;1;1;0;0;1;4;4;4;2;2;1;4;4;1;1;1;2;1;1;2; ; ;100;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;8;0;6;0;0;10;1;0;0;4;0;2;7;4;0;0;0;6;0;2;0;0;10;0;0;1;5;1;2;2;2;0;1;13; ;2; ; ; ;1;13; ;8;1;4;5;5;2;3;4;5;3;3;2;2;4;4;2;5;2;3;5;3;1;4;2;5;5;3;3;2;1;3;3;4;3;4;3;3;2;2;2;2;2;5;4;4;4;3;2;2;4;3;4;4;05-12-2022;12:41:45;05-12-2022;12:49:33;1;5;3;4;4;27-02-2023;10:46:26;27-02-2023;10:52:45;1;4;3;4;4;20-02-2023;13:30:16;20-02-2023;13:42:33;468;379;737
800497;202212;202301;202302;79;2;3;1;0;0;0;0;0;0; ;2;1;2;1;2;6;6;9;9;6;6;7;7;6;8;8;8;9;8;9;8;6;6;6;8;8;6;6;7;7;6;7;8;8;9;8;7;7;6;1;1;2;2;1;1;1;7; ;100; ; ; ;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;5;5;1;5;5;10;5;0;5;5;3;1;5;3;5;3;1;7;6;0;5;5;7;5;0;5;5;3;3;3;2;2;3;2;2; ; ; ;1;7; ;2; ; ;5;5;3;3;3;4;3;1;4;4;3;2;2;3;3;4;4;3;4;3;4;4;4;3;2;4;4;4;4;4;3;2;4;2;4;4;4;3;3;2;1;1;3;2;2;2;2;2;2;4;3;4;5;19-12-2022;17:53:57;19-12-2022;18:01:39;4;5;3;4;5;07-01-2023;17:27:54;07-01-2023;17:37:13;4;4;3;4;5;07-02-2023;11:44:48;07-02-2023;11:57:38;462;559;770
800500;202212;202301;202302;70;2;2;1;0;0;1;0;0;0; ;1;3;1;3;2;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;2;2;1;1;18; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;100; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;9;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;9;0;2; ; ; ;1;17; ;2; ; ;5;5;5;5;5;3;1;4;3;5;4;4;3;3;4;3;3;1;5;4;4;5;3;3;3;4;5;3;5;3;4;3;5;3;4;5;3;4;3;3;2;1;3;3;4;3;3;1;1;5;1;5;4;13-12-2022;10:19:22;13-12-2022;10:23:20;1;5;1;5;5;10-01-2023;10:59:23;10-01-2023;11:04:46;1;5;1;4;5;14-02-2023;11:46:11;14-02-2023;11:57:40;238;323;689
800501;202212;202301;202302;49;2;2;1;1;0;0;0;0;0; ;1;1;1;1;1;7;8;8;7;7;7;8;8;7;6;9;9;9;7;9;7;7;7;7;8;7;8;8;8;8;8;6;8;8;9;7;7;7;8;2;2;2;1;1;2;1;5; ;99; ; ; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;1;0;0;1;0;0;0; ;2;7;0;2;6;8;10;0;9;7;9;5;1;5;0;4;5;3;8;0;5;5;-9;10;0;-9;7;-9;0;1;-9;-9;6;6;1;5; ;1; ; ; ;1;5; ;2;5;4;3;3;1;4;3;5;2;2;5;1;5;5;5;4;4;5;1;3;5;3;2;1;3;5;5;5;5;4;3;3;3;3;4;3;2;1;1;1;1;3;4;1;1;1;1;4;2;2;4;3;19-12-2022;22:49:08;19-12-2022;22:57:22;1;4;1;4;3;03-01-2023;19:40:11;03-01-2023;19:46:36;2;4;1;4;3;25-02-2023;13:53:45;25-02-2023;14:04:00;494;385;615
800561;202212;202301;202302;33;2;1;1;1;1;0;0;0;0; ;2;2;3;2;3;0;0;5;5;0;0;0;-9;4;9;7;9;9;-9;3;-9;7;0;-9;-9;-9;0;0;-9;-9;-9;-9;-9;9;8;-9;-9;-9;-9;1;1;2;2;2;1;1;-9; ;100; ; ; ;0;0;40;0;10;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;0;0;3;0;7;-9;3;0;7;0;-9;-9;-9;-9;-9;8;-9;0;0;2;0;8;-9;2;1;-9;1;-9;-9;-9;3;-9;8;0;2; ; ; ;2; ; ;2; ; ;-9;5;-9;4;4;3;1;2;4;1;1;1;1;3;3;4;3;1;4;4;2;4;2;2;1;3;5;5;5;5;3;1;4;3;3;3;3;3;2;2;1;1;4;3;2;4;2;1;1;5;1;1;1;10-12-2022;20:17:16;10-12-2022;20:26:59;1;5;1;1;5;24-01-2023;08:49:40;24-01-2023;08:53:41;1;5;1;1;1;20-02-2023;21:32:16;20-02-2023;21:38:50;583;241;394
800570;202212;202301;202302;45;2;3;1;1;1;0;0;0;0; ;1;3;1;3;1;6;6;7;7;6;6;6;7;6;6;7;8;7;6;6;7;6;6;6;8;7;6;6;6;7;6;6;7;8;7;6;6;7;6;2;2;2;1;1;2;1;1; ;75; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;1;0;0;0;0;0;0; ;7;6;6;7;6;6;6;3;5;6;5;5;5;3;6;5;3;7;6;6;7;7;6;6;3;6;5;5;6;5;3;5;5;3;1;1; ;2; ; ; ;2; ; ;7;3;2;4;3;3;1;2;4;2;2;4;2;2;2;4;4;2;4;4;2;2;4;2;2;2;4;4;4;4;2;2;2;2;4;4;4;4;2;2;1;1;3;2;2;2;2;2;2;4;4;4;5;07-12-2022;14:21:54;07-12-2022;14:25:24;2;4;4;4;5;10-01-2023;12:33:36;10-01-2023;12:37:58;2;4;4;4;5;08-02-2023;15:16:48;08-02-2023;15:23:56;210;262;428
800571;202212;202301;202302;88;2;3;0;0;0;1;0;0;0; ;2;3;2;2;2;7;7;8;8;7;7;7;7;6;8;8;8;8;7;8;8;4;7;8;8;8;7;7;7;7;7;8;7;8;8;7;7;7;5;1;1;1;2;2;1;1;-9; ;90; ; ; ;85; ;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;7;5;6;6;3;4;2;-9;2;4;-9;2;4;2;5;-9;-9;6;-9;5;4;-9;-9;-9;2;-9;-9;-9;4;-9;2;-9;-9;1;2; ; ; ;2; ; ;2; ; ;8;5;3;5;2;2;1;3;3;2;2;2;2;2;2;1;5;1;4;5;3;1;5;2;1;4;4;4;4;4;3;1;2;1;3;4;4;3;3;2;2;1;6;1;4;1;1;1;1;4;3;4;4;19-12-2022;17:35:15;19-12-2022;17:40:09;2;4;3;4;3;02-01-2023;15:46:36;02-01-2023;15:52:31;5;4;4;4;4;07-02-2023;13:21:18;07-02-2023;13:30:35;294;355;557
800575;202212;202301;202302;37;1;2;1;1;1;0;0;0;0; ;1;3;1;3;1;4;4;8;8;4;3;5;5;2;8;7;7;9;6;7;8;6;5;4;6;7;4;3;4;5;2;7;6;6;8;5;5;8;6;2;1;1;1;1;2;1;6; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;3;0;4;7;4;6;0;2;3;3;-9;0;0;-9;3;-9;4;2;0;4;8;-9;7;0;-9;1;-9;-9;2;3;-9;4;0;2; ; ; ;1;6; ;2; ; ;3;4;4;2;3;1;4;2;5;1;2;3;1;4;4;5;4;2;4;3;2;3;2;3;2;3;5;3;4;4;2;1;2;3;5;4;5;3;2;2;2;2;4;4;3;1;2;1;3;4;3;3;3;06-12-2022;20:05:53;06-12-2022;20:09:11;3;4;4;4;4;05-01-2023;06:31:39;05-01-2023;06:36:34;1;5;3;4;4;06-02-2023;23:14:09;06-02-2023;23:20:34;198;295;385
800611;202212;202302;202302;40;1;2;0;1;1;0;0;0;0; ;2;3;2;3;2;6;7;4;6;5;8;4;4;4;5;5;5;5;6;4;5;6;6;2;5;3;7;3;2;4;4;3;3;3;3;4;4;3;4;2;2;1;1;2;1;2; ; ;60;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;7;6;6;6;6;6;6;6;6;6;2; ; ; ;2; ; ;2; ; ;8;4;4;2;4;3;2;1;5;3;3;3;3;3;3;3;4;4;5;2;3;3;3;3;3;2;4;2;3;3;4;2;3;2;4;4;4;3;2;2;2;1;3;3;3;4;3;3;3;2;3;2;2;05-12-2022;20:13:57;05-12-2022;20:16:58;3;4;3;3;4;28-02-2023;16:47:11;28-02-2023;16:50:22;3;4;3;3;4;28-02-2023;17:08:18;28-02-2023;17:12:59;181;191;281
800659;202212;202301;202302;82;1;3;1;1;0;1;0;0;0; ;1;4;1;4;1;5;5;7;8;5;6;7;6;6;8;8;8;8;5;7;6;6;5;5;7;8;5;5;7;7;6;7;7;8;8;6;7;6;7;2;2;2;1;2;2;1;3; ;100;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;5;1;8;4;6;5;0;2;6;6;3;4;3;3;4;3;6;5;2;6;3;5;4;0;2;6;5;4;5;3;4;5;4;1;3; ;3; ; ; ;2; ; ;6;4;5;3;3;4;3;1;4;3;2;5;1;4;4;4;3;3;5;2;2;4;3;1;1;4;5;5;5;4;2;1;3;2;4;4;3;2;2;2;1;1;3;1;4;1;1;1;4;5;4;4;4;13-12-2022;16:21:08;13-12-2022;16:27:11;4;5;5;5;4;17-01-2023;20:49:10;17-01-2023;20:54:36;5;5;5;4;4;22-02-2023;19:30:47;22-02-2023;19:41:21;363;326;634
800671;202212;202301;202302;70;2;2;1;1;0;1;0;0;0; ;1;3;1;3;2;3;4;5;6;2;3;5;5;6;6;5;5;6;6;7;7;5;3;4;4;6;2;3;4;6;6;7;6;6;7;7;8;7;7;1;1;1;2;1;2;1;7; ;100; ; ; ;10; ; ; ;30;50;10; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;1;5;0;2;6;8;7;0;4;1;1;2;0;3;3;4;3;0;1;0;0;7;8;7;0;3;1;-9;3;0;4;-9;4;1;2; ; ; ;1;7; ;2; ; ;3;4;5;3;3;1;4;2;4;3;2;4;2;3;3;4;4;2;3;3;4;4;4;3;2;3;4;3;4;3;4;3;4;3;3;4;4;2;2;2;1;1;4;1;2;2;3;2;2;4;4;4;3;19-12-2022;16:18:12;19-12-2022;16:25:53;2;4;3;4;3;03-01-2023;16:49:38;03-01-2023;16:57:20;3;4;4;4;3;14-02-2023;19:59:38;14-02-2023;20:10:29;461;462;651
800674;202212;202301;202302;66;1;1;1;1;0;1;0;0;0; ;1;3;2;3;2;0;1;1;6;1;1;0;0;5;8;7;8;5;7;6;9;6;1;1;1;6;2;2;0;0;4;7;6;7;5;7;6;8;6;1;1;1;1;1;2;2; ; ;40;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;1;0;0; ;3;0;5;5;6;2;0;0;2;5;3;6;6;1;6;8;0;2;0;6;6;7;2;0;0;-9;7;5;7;4;1;5;7;0;2; ; ; ;2; ; ;2; ; ;7;2;3;4;5;3;4;1;3;4;3;3;1;2;2;3;3;1;3;4;2;2;3;3;4;2;4;4;4;2;3;2;3;3;4;4;3;3;3;2;2;1;2;2;2;1;2;1;1;5;5;5;5;05-12-2022;16:59:50;05-12-2022;17:02:41;1;5;5;5;5;13-01-2023;11:37:01;13-01-2023;11:41:19;1;4;5;5;5;07-02-2023;06:30:38;07-02-2023;06:36:22;171;258;344
800677;202212;202301;202302;25;1;4;1;1;0;0;0;0;0; ;1;2;1;2;2;9;9;10;9;9;9;7;6;5;6;8;10;10;9;10;8;7;8;9;9;9;8;8;7;7;6;8;9;10;10;7;10;8;7;2;2;2;1;1;2;1;1; ;90;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;6;5;5;8;8;6;5;9;6;6;4;4;4;4;4;4;9;6;7;6;8;5;5;5;7;5;5;3;5;3;3;6;3;2; ; ; ;1;1; ;2; ; ;6;5;3;4;2;4;3;1;5;1;1;4;1;4;4;4;2;2;5;2;2;4;2;2;1;4;5;4;4;5;1;1;1;1;5;4;4;1;1;1;1;1;2;3;1;1;1;1;2;5;5;5;5;14-12-2022;16:54:22;14-12-2022;16:58:19;2;5;5;5;5;02-01-2023;13:07:28;02-01-2023;13:11:41;2;5;4;5;5;08-02-2023;02:56:00;08-02-2023;03:04:24;237;253;504
800695;202212;202301;202302;81;1;2;1;0;0;0;0;0;0; ;2;3;1;4;2;4;4;7;7;4;4;4;6;5;7;7;7;8;7;7;6;-9;5;5;5;6;5;5;5;6;5;7;7;8;8;7;7;7;-9;1;1;1;2;1;2;1;6; ;100;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;4;1;4;7;4;4;0;4;4;4;4;3;3;3;6;0;5;3;1;3;7;7;4;0;4;5;5;4;5;4;5;6;0;1;6; ;3; ; ; ;1;6; ;3;5;5;3;5;4;2;1;4;2;2;2;2;4;4;3;4;2;3;4;2;4;3;2;1;4;5;4;4;4;2;1;3;2;4;4;3;2;3;2;2;1;5;3;3;1;2;1;1;5;5;5;5;26-12-2022;14:05:41;26-12-2022;14:17:17;1;5;5;5;5;30-01-2023;13:53:04;30-01-2023;14:08:30;1;5;5;5;5;19-02-2023;13:41:02;19-02-2023;13:51:53;696;926;651
800701;202212;202301;-9;43;2;3;0;0;0;0;1;0;0; ;2;2;2;1;2;7;7;8;6;6;7;7;7;4;6;7;7;9;7;7;6;4;6;6;6;6;6;7;7;6;4;6;6;7;8;7;4;8;6;2;2;2;2;2;1;1;5; ;100; ; ; ;0;5;0;0;0;0;90;0;5;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;4;7;0;5;6;7;9;0;8;3;-9;-9;2;2;2;4;-9;6;7;0;3;6;-9;8;0;6;6;6;1;3;2;-9;4;4;1;5; ;3; ; ; ;1;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;23-12-2022;19:03:35;23-12-2022;19:05:41;1;5;3;3;3;24-01-2023;20:58:05;24-01-2023;21:01:18; ; ; ; ; ; ; ; ; ;126;193; 
800714;-9;-9;202302;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;4;4;1;3;4;5;1;1;3;1;3;3;4;2;2;2;4;2;4;2;1;1;5;5;3;3;1;3;1;3;1;2;2;1;1;2;2;1;1;3;1;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;3;2;16-02-2023;07:36:34;16-02-2023;07:49:52; ; ;798
800731;202212;202301;202302;71;2;3;1;1;0;0;0;0;0; ;1;3;2;3;2;5;5;3;6;4;5;4;7;4;7;8;7;9;5;4;9;3;5;5;4;7;5;5;4;7;4;7;8;9;9;6;4;8;3;1;1;1;2;1;1;1;16; ;90; ; ; ; ; ;20; ; ; ; ; ; ; ;20; ; ; ; ;60; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;3;3;6;5;5;5;5;0;5;6;7;1;5;4;6;7;1;3;4;6;5;6;6;5;0;5;5;7;5;6;4;5;7;0;2; ; ; ;1;15; ;2; ; ;2;5;5;5;5;1;2;3;3;3;4;4;3;3;3;3;5;3;3;5;3;4;4;1;2;3;5;4;4;3;2;1;3;1;5;4;4;4;2;2;2;1;3;2;2;5;1;1;4;4;2;2;2;07-12-2022;19:04:57;07-12-2022;19:20:40;3;4;3;3;3;04-01-2023;20:47:01;04-01-2023;20:56:03;2;4;3;4;4;07-02-2023;15:40:14;07-02-2023;16:17:55;943;542;2261
